Valoper,Uptime,Total Slashes,Tombstoned,Blocks Active,Signed Blocks,Missed Blocks,Proposed Blocks,Delegators,Stake,Self Stake
storyvaloper13tpy29jt6jdsaf5fkw3v2cg23gnhlevw5suw5v,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper13tmg5f5mtdkj87vq94nlsmhu3kylg6askjvw2f,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper13jhfwsvhytq6qw3e42yalg7h88sgtecq46dgu2,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper13ntleejt5wnddmkxfq3fx6435qgqtun52dska5,0,0,False,0,0,0,0,1,1032.0,1032.0
storyvaloper13hz2y63qdq6axc53xk80rf4mh70c6kqakn47en,0,0,False,0,0,0,0,1,1216.0,1216.0
storyvaloper137cw3ke8e7lq8u0r57yxqatc6w2m9k379k0zpa,0,0,False,0,0,0,0,1,1070.0,1070.0
storyvaloper1jxpdlaq0zhxqzm46zthcncmqs0daa4szjn937f,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1junnyfq3esakrm9kaee7y05c5wclm8p8k2w30g,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1nwl6e29zu6mtwpspfk5qk4yh4sqhj5l8q5y7z9,0,0,False,0,0,0,0,1,7899.0,7899.0
storyvaloper14s26qxtpyqkwr76atnn8324tvrhs89j34l8ugf,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper14j90lm6qu2uaux4fkhvg9ftxnl6vff5cegz95r,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1hcrav0lnmgpa85cad3x90a07lewmmxzz5q7qmh,0,0,False,0,0,0,0,1,1399.0,1399.0
storyvaloper1heu4hn5zghr6se9gcnwgk49ha2x24shkkga8wn,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1evq5eqnghrn8gqfwv03rxhf4pzwjzjzjc8csf5,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper16sq6yyxwv0jhqd5nmp2uldmwm7ffplg2kp6twr,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper16ny3uvk4f5etz96euf3nfan69uleped6v2w8x8,0,0,False,0,0,0,0,2,2048.0,1024.0
storyvaloper16e9gt2ppsfysu0sujh8320yffkgww6h4xg2vkq,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1mwgwgn6x5waumhg4tgnuhkezhamnaq4385mrgv,0.0,1,False,28801,0,28801,0,2,120999.8,119976.0
storyvaloper1m3mlf7z5z9ukup5trphfyeyxpds4pw9lu9j2a2,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1mcv454heahnkx3uj6l524fn8dgfzhc8ndtl29y,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1mu457ah3ry685w3f0pnq940mpdp04j0skqwtt9,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1ml96gdn6nte0sfr7e0zznfjq27fkr8579ls7n6,0,0,False,0,0,0,0,1,1031.0,1031.0
storyvaloper1ure4qf4a6yzmvxlhrze04saz6qh5qz90jqaf8e,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1ugffv622q6zlcnjtsw23js5jrjlsadesrn6ev2,0,0,False,0,0,0,0,1,1025.0,1025.0
storyvaloper1udvjz9ayx65e9xh55fr78v8zn30jsmlrffwgd3,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1ujgese53javjljuamf5jm5nngqg3rm4kwl45ly,0,0,False,0,0,0,0,1,1026.0,1026.0
storyvaloper1ujeanmqgxjth2cmm4mmf906pcmvz6urk0htsfv,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1ulrqpkgw5utu35362vpvknql9x6qresgags8q2,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1a2khawzy374cm42tfn6v7uglplxkkld6hzpkpv,0,0,False,0,0,0,0,1,1090.0,1090.0
storyvaloper1an0thyxr7sgj4ar629whcaeejwkd3duma5djmr,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1aheecl0s3587u9kgrsws92kcx2xw5zz9tv6egd,0,0,False,0,0,0,0,1,1300.0,1300.0
